row_id,Usage,rule_violation,rule
26645,Private,0,spoilers
26646,Private,1,promotion
26647,Private,1,financial
26648,Private,0,financial
26649,Private,1,spoilers
26650,Public,0,medical
26651,Private,1,financial
26652,Public,1,promotion
26653,Private,1,promotion
26654,Private,0,legal
26655,Private,1,medical
26656,Private,0,medical
26657,Private,0,spoilers
26658,Public,0,spoilers
26659,Private,0,financial
26660,Public,1,promotion
26661,Private,0,spoilers
26662,Private,0,financial
26663,Public,1,medical
26664,Public,1,legal
26665,Private,0,financial
26666,Private,1,legal
26667,Public,1,spoilers
26668,Public,0,medical
26669,Private,1,legal
26670,Public,1,advertising
26671,Private,0,spoilers
26672,Private,1,promotion
26673,Private,0,spoilers
26674,Private,1,promotion
26675,Private,0,medical
26676,Public,1,promotion
26677,Public,1,advertising
26678,Public,0,financial
26679,Private,1,spoilers
26680,Private,0,medical
26681,Private,0,medical
26682,Private,0,spoilers
26683,Private,1,financial
26684,Public,0,medical
26685,Public,0,financial
26686,Private,0,spoilers
26687,Private,0,financial
26688,Public,0,medical
26689,Private,0,medical
26690,Public,0,financial
26691,Private,1,legal
26692,Private,1,promotion
26693,Public,0,legal
26694,Public,0,financial
26695,Public,0,medical
26696,Private,0,medical
26697,Private,0,spoilers
26698,Public,1,promotion
26699,Private,0,spoilers
26700,Public,0,financial
26701,Private,1,medical
26702,Private,1,promotion
26703,Private,0,financial
26704,Private,0,advertising
26705,Private,0,financial
26706,Private,0,legal
26707,Private,1,medical
26708,Private,0,financial
26709,Public,0,medical
26710,Public,1,promotion
26711,Private,1,spoilers
26712,Public,0,spoilers
26713,Private,1,legal
26714,Private,0,advertising
26715,Private,1,advertising
26716,Private,0,advertising
26717,Public,1,spoilers
26718,Public,1,advertising
26719,Private,1,promotion
26720,Private,1,financial
26721,Private,1,legal
26722,Private,1,financial
26723,Private,1,medical
26724,Private,0,spoilers
26725,Public,0,advertising
26726,Private,1,medical
26727,Private,1,spoilers
26728,Private,0,legal
26729,Public,0,financial
26730,Private,1,advertising
26731,Public,1,promotion
26732,Private,0,spoilers
26733,Private,0,financial
26734,Private,1,legal
26735,Private,1,promotion
26736,Public,1,medical
26737,Private,1,spoilers
26738,Private,0,financial
26739,Private,1,promotion
26740,Private,1,promotion
26741,Public,1,legal
26742,Public,0,medical
26743,Public,1,advertising
26744,Public,0,spoilers
26745,Public,0,legal
26746,Private,0,legal
26747,Private,0,medical
26748,Public,0,advertising
26749,Public,0,promotion
26750,Private,1,promotion
26751,Private,1,promotion
26752,Private,1,spoilers
26753,Public,1,promotion
26754,Private,1,spoilers
26755,Private,0,medical
26756,Private,0,financial
26757,Private,1,promotion
26758,Private,0,financial
26759,Private,1,legal
26760,Public,1,advertising
26761,Public,0,advertising
26762,Private,1,promotion
26763,Private,1,promotion
26764,Public,1,legal
26765,Public,0,advertising
26766,Private,0,medical
26767,Private,0,advertising
26768,Private,0,spoilers
26769,Private,0,financial
26770,Private,0,spoilers
26771,Private,1,medical
26772,Private,0,medical
26773,Public,0,financial
26774,Public,0,financial
26775,Private,0,spoilers
26776,Private,1,legal
26777,Private,0,advertising
26778,Private,1,financial
26779,Public,1,promotion
26780,Private,0,financial
26781,Private,0,advertising
26782,Public,0,promotion
26783,Private,0,medical
26784,Private,0,spoilers
26785,Private,0,advertising
26786,Public,1,spoilers
26787,Public,1,medical
26788,Private,1,promotion
26789,Private,0,medical
26790,Public,1,promotion
26791,Private,1,legal
26792,Private,1,spoilers
26793,Private,0,legal
26794,Private,1,promotion
26795,Private,0,spoilers
26796,Private,1,spoilers
26797,Private,0,promotion
26798,Private,1,legal
26799,Private,1,promotion
26800,Private,1,legal
26801,Private,0,spoilers
26802,Private,0,advertising
26803,Private,0,medical
26804,Public,0,medical
26805,Private,1,legal
26806,Private,1,promotion
26807,Public,0,medical
26808,Private,0,spoilers
26809,Private,0,financial
26810,Private,1,promotion
26811,Private,0,financial
26812,Private,0,advertising
26813,Public,1,promotion
26814,Private,0,spoilers
26815,Private,0,advertising
26816,Private,0,financial
26817,Private,0,spoilers
26818,Private,0,spoilers
26819,Private,0,spoilers
26820,Public,1,medical
26821,Private,1,advertising
26822,Private,0,financial
26823,Private,1,promotion
26824,Private,0,financial
26825,Private,0,medical
26826,Public,0,advertising
26827,Private,1,legal
26828,Public,1,legal
26829,Public,0,advertising
26830,Public,1,medical
26831,Private,1,advertising
26832,Private,0,advertising
26833,Private,0,medical
26834,Private,1,promotion
26835,Public,1,promotion
26836,Public,1,medical
26837,Public,0,medical
26838,Private,0,financial
26839,Private,1,medical
26840,Private,0,advertising
26841,Public,0,legal
26842,Private,0,medical
26843,Private,0,spoilers
26844,Private,0,financial
26845,Private,1,legal
26846,Private,1,promotion
26847,Private,1,promotion
26848,Private,0,advertising
26849,Private,0,medical
26850,Private,0,advertising
26851,Private,1,advertising
26852,Private,1,advertising
26853,Private,1,advertising
26854,Private,1,advertising
26855,Private,1,advertising
26856,Private,1,advertising
26857,Private,1,advertising
26858,Private,1,advertising
26859,Private,1,advertising
26860,Private,1,advertising
26861,Private,1,advertising
26862,Private,1,advertising
26863,Private,1,advertising
26864,Private,1,advertising
26865,Private,1,advertising
26866,Private,1,advertising
26867,Private,1,advertising
26868,Private,0,advertising
26869,Private,1,advertising
26870,Private,1,legal
26871,Public,0,advertising
26872,Private,1,promotion
26873,Private,1,promotion
26874,Public,1,legal
26875,Public,0,medical
26876,Private,1,legal
26877,Private,1,legal
26878,Private,1,spoilers
26879,Public,1,advertising
26880,Private,0,medical
26881,Private,1,promotion
26882,Private,0,spoilers
26883,Private,0,financial
26884,Private,1,advertising
26885,Private,1,medical
26886,Public,1,advertising
26887,Private,1,spoilers
26888,Private,0,medical
26889,Private,0,medical
26890,Private,0,financial
26891,Private,0,advertising
26892,Public,0,financial
26893,Public,0,medical
26894,Public,0,spoilers
26895,Private,0,advertising
26896,Private,0,legal
26897,Public,0,advertising
26898,Private,1,spoilers
26899,Private,1,legal
26900,Private,0,financial
26901,Private,1,legal
26902,Private,1,financial
26903,Private,1,financial
26904,Public,0,advertising
26905,Public,1,medical
26906,Public,1,medical
26907,Private,1,legal
26908,Private,1,medical
26909,Public,0,legal
26910,Private,0,advertising
26911,Private,0,advertising
26912,Public,0,financial
26913,Private,1,advertising
26914,Public,0,spoilers
26915,Private,0,spoilers
26916,Private,0,medical
26917,Public,0,medical
26918,Private,1,promotion
26919,Private,0,advertising
26920,Public,1,financial
26921,Private,0,medical
26922,Private,1,promotion
26923,Private,0,medical
26924,Private,1,promotion
26925,Private,1,medical
26926,Private,1,medical
26927,Private,1,spoilers
26928,Private,1,legal
26929,Private,0,medical
26930,Public,0,financial
26931,Private,1,medical
26932,Public,1,medical
26933,Private,0,spoilers
26934,Private,1,financial
26935,Private,0,legal
26936,Private,1,promotion
26937,Private,0,medical
26938,Private,0,spoilers
26939,Private,0,medical
26940,Public,0,financial
26941,Private,0,spoilers
26942,Private,0,financial
26943,Private,0,financial
26944,Private,1,legal
26945,Private,0,spoilers
26946,Private,0,spoilers
26947,Private,1,medical
26948,Private,1,promotion
26949,Private,0,spoilers
26950,Private,0,medical
26951,Public,1,legal
26952,Private,1,medical
26953,Private,1,promotion
26954,Public,0,legal
26955,Private,0,medical
26956,Private,0,legal
26957,Public,1,advertising
26958,Public,0,financial
26959,Public,0,promotion
26960,Private,0,advertising
26961,Private,1,advertising
26962,Private,0,medical
26963,Public,0,medical
26964,Private,1,advertising
26965,Private,0,medical
26966,Private,1,legal
26967,Private,0,advertising
26968,Private,1,promotion
26969,Public,0,financial
26970,Private,1,legal
26971,Private,0,legal
26972,Private,0,medical
26973,Private,1,promotion
26974,Private,0,spoilers
26975,Private,0,spoilers
26976,Public,1,legal
26977,Private,0,advertising
26978,Private,0,advertising
26979,Private,0,advertising
26980,Private,0,advertising
26981,Private,0,advertising
26982,Private,0,advertising
26983,Private,0,advertising
26984,Private,0,advertising
26985,Private,0,advertising
26986,Private,0,advertising
26987,Private,0,advertising
26988,Private,0,advertising
26989,Private,0,advertising
26990,Private,0,advertising
26991,Private,0,advertising
26992,Private,0,advertising
26993,Private,0,advertising
26994,Private,0,advertising
26995,Private,0,advertising
26996,Private,0,spoilers
26997,Private,1,advertising
26998,Private,0,spoilers
26999,Public,1,legal
27000,Public,0,spoilers
27001,Private,0,spoilers
27002,Private,0,financial
27003,Private,0,spoilers
27004,Private,1,legal
27005,Public,0,financial
27006,Public,0,spoilers
27007,Private,1,promotion
27008,Public,0,financial
27009,Public,0,spoilers
27010,Private,1,promotion
27011,Private,0,spoilers
27012,Private,0,medical
27013,Private,0,financial
27014,Private,0,spoilers
27015,Private,1,legal
27016,Private,1,spoilers
27017,Private,1,promotion
27018,Private,0,advertising
27019,Private,0,advertising
27020,Private,0,advertising
27021,Public,1,spoilers
27022,Private,1,advertising
27023,Public,1,promotion
27024,Private,1,legal
27025,Private,0,legal
27026,Public,0,spoilers
27027,Private,1,promotion
27028,Private,0,advertising
27029,Private,1,legal
27030,Private,0,legal
27031,Private,1,promotion
27032,Private,1,legal
27033,Public,0,medical
27034,Private,0,financial
27035,Private,0,legal
27036,Private,0,promotion
27037,Public,0,medical
27038,Private,1,promotion
27039,Private,1,advertising
27040,Private,0,financial
27041,Public,1,medical
27042,Public,0,advertising
27043,Public,0,financial
27044,Private,1,legal
27045,Private,0,advertising
27046,Private,0,medical
27047,Public,0,spoilers
27048,Private,0,spoilers
27049,Private,0,financial
27050,Private,0,legal
27051,Private,0,legal
27052,Private,1,advertising
27053,Private,0,financial
27054,Private,0,medical
27055,Private,0,financial
27056,Private,0,medical
27057,Private,0,spoilers
27058,Private,0,medical
27059,Private,0,financial
27060,Public,1,promotion
27061,Private,0,financial
27062,Private,1,advertising
27063,Private,0,advertising
27064,Private,0,financial
27065,Private,0,legal
27066,Private,0,advertising
27067,Private,0,legal
27068,Private,1,medical
27069,Private,0,medical
27070,Private,1,promotion
27071,Private,1,spoilers
27072,Private,1,legal
27073,Private,1,promotion
27074,Public,0,medical
27075,Private,0,legal
27076,Private,0,spoilers
27077,Private,0,medical
27078,Public,0,financial
27079,Private,0,financial
27080,Public,0,financial
27081,Private,1,spoilers
27082,Public,1,legal
27083,Private,1,spoilers
27084,Public,0,spoilers
27085,Private,1,financial
27086,Private,0,legal
27087,Private,1,spoilers
27088,Private,1,promotion
27089,Private,0,financial
27090,Private,0,promotion
27091,Public,0,spoilers
27092,Private,1,legal
27093,Public,0,legal
27094,Public,1,promotion
27095,Public,1,legal
27096,Private,0,advertising
27097,Private,0,spoilers
27098,Private,1,advertising
27099,Private,0,medical
27100,Private,0,spoilers
27101,Public,1,promotion
27102,Private,1,advertising
27103,Private,1,promotion
27104,Public,0,medical
27105,Public,1,legal
27106,Public,1,promotion
27107,Private,0,advertising
27108,Private,0,spoilers
27109,Private,1,legal
27110,Private,0,legal
27111,Private,0,medical
27112,Private,1,advertising
27113,Private,0,advertising
27114,Private,1,promotion
27115,Private,0,medical
27116,Public,1,legal
27117,Public,1,financial
27118,Public,0,financial
27119,Private,0,medical
27120,Private,1,financial
27121,Public,0,financial
27122,Private,1,advertising
27123,Public,0,legal
27124,Private,1,medical
27125,Private,1,financial
27126,Private,1,advertising
27127,Private,1,spoilers
27128,Private,0,spoilers
27129,Public,1,legal
27130,Private,0,medical
27131,Private,1,advertising
27132,Private,1,spoilers
27133,Private,0,spoilers
27134,Private,1,legal
27135,Private,0,legal
27136,Private,0,medical
27137,Private,1,promotion
27138,Public,0,financial
27139,Public,0,spoilers
27140,Private,0,medical
27141,Private,1,spoilers
27142,Private,0,financial
27143,Private,1,promotion
27144,Private,0,advertising
27145,Private,0,spoilers
27146,Public,0,advertising
27147,Public,1,promotion
27148,Private,0,spoilers
27149,Private,1,promotion
27150,Public,0,financial
27151,Private,0,financial
27152,Private,1,legal
27153,Private,0,medical
27154,Private,1,promotion
27155,Private,0,spoilers
27156,Private,0,advertising
27157,Private,1,financial
27158,Private,0,medical
27159,Public,1,spoilers
27160,Private,1,legal
27161,Private,0,legal
27162,Public,0,financial
27163,Public,0,medical
27164,Private,0,advertising
27165,Private,0,advertising
27166,Private,0,advertising
27167,Private,0,advertising
27168,Private,1,promotion
27169,Private,0,financial
27170,Private,1,promotion
27171,Private,1,legal
27172,Public,1,promotion
27173,Public,1,promotion
27174,Public,1,promotion
27175,Public,1,promotion
27176,Private,0,financial
27177,Public,1,legal
27178,Private,0,legal
27179,Private,0,legal
27180,Private,1,promotion
27181,Private,1,promotion
27182,Private,0,advertising
27183,Private,1,advertising
27184,Public,1,promotion
27185,Private,0,spoilers
27186,Public,1,financial
27187,Public,0,legal
27188,Public,0,spoilers
27189,Public,0,legal
27190,Private,0,financial
27191,Private,1,legal
27192,Public,1,legal
27193,Private,1,spoilers
27194,Private,0,spoilers
27195,Private,0,spoilers
27196,Private,1,promotion
27197,Private,0,financial
27198,Private,1,medical
27199,Private,0,advertising
27200,Private,0,spoilers
27201,Private,1,legal
27202,Private,1,spoilers
27203,Public,0,spoilers
27204,Private,1,promotion
27205,Private,0,advertising
27206,Public,0,medical
27207,Public,0,medical
27208,Private,1,advertising
27209,Private,0,legal
27210,Public,1,spoilers
27211,Private,1,advertising
27212,Private,0,medical
27213,Private,1,promotion
27214,Public,1,promotion
27215,Private,0,advertising
27216,Private,1,legal
27217,Private,1,advertising
27218,Private,1,advertising
27219,Private,0,financial
27220,Private,0,financial
27221,Public,0,financial
27222,Private,0,spoilers
27223,Private,0,spoilers
27224,Public,0,spoilers
27225,Private,0,spoilers
27226,Private,0,medical
27227,Private,1,promotion
27228,Public,1,spoilers
27229,Public,1,promotion
27230,Private,0,financial
27231,Private,0,legal
27232,Private,0,medical
27233,Private,1,promotion
27234,Private,1,promotion
27235,Public,1,promotion
27236,Public,1,promotion
27237,Private,1,legal
27238,Private,0,medical
27239,Private,0,advertising
27240,Private,1,spoilers
27241,Public,0,spoilers
27242,Private,0,financial
27243,Private,0,legal
27244,Private,1,medical
27245,Public,1,promotion
27246,Public,0,advertising
27247,Public,1,advertising
27248,Public,1,financial
27249,Private,1,promotion
27250,Private,1,legal
27251,Private,1,promotion
27252,Public,1,legal
27253,Private,1,medical
27254,Public,0,spoilers
27255,Private,1,legal
27256,Private,0,spoilers
27257,Private,1,financial
27258,Private,0,legal
27259,Private,1,promotion
27260,Private,1,medical
27261,Private,0,medical
27262,Private,1,medical
27263,Public,1,spoilers
27264,Private,0,spoilers
27265,Public,0,financial
27266,Public,0,medical
27267,Public,0,medical
27268,Public,1,promotion
27269,Private,0,financial
27270,Public,0,financial
27271,Public,1,legal
27272,Private,1,promotion
27273,Private,1,legal
27274,Private,1,promotion
27275,Private,0,spoilers
27276,Private,0,financial
27277,Private,1,promotion
27278,Public,1,spoilers
27279,Public,0,advertising
27280,Private,1,promotion
27281,Private,1,promotion
27282,Public,1,financial
27283,Public,0,legal
27284,Private,0,financial
27285,Private,1,promotion
27286,Private,0,financial
27287,Private,1,promotion
27288,Private,0,financial
27289,Private,0,spoilers
27290,Private,0,financial
27291,Private,1,promotion
27292,Private,0,advertising
27293,Private,1,promotion
27294,Public,0,spoilers
27295,Private,1,medical
27296,Private,0,legal
27297,Private,0,medical
27298,Private,1,legal
27299,Private,1,legal
27300,Private,0,medical
27301,Public,0,medical
27302,Public,1,promotion
27303,Public,0,spoilers
27304,Private,1,financial
27305,Private,0,legal
27306,Private,1,advertising
27307,Private,0,medical
27308,Private,0,advertising
27309,Private,0,advertising
27310,Private,0,advertising
27311,Private,0,advertising
27312,Private,0,advertising
27313,Private,1,spoilers
27314,Private,1,legal
27315,Private,1,promotion
27316,Private,1,medical
27317,Private,1,promotion
27318,Private,0,spoilers
27319,Private,0,medical
27320,Public,1,legal
27321,Private,1,medical
27322,Private,1,promotion
27323,Private,0,advertising
27324,Private,1,promotion
27325,Private,0,advertising
27326,Public,0,financial
27327,Public,0,promotion
27328,Private,1,legal
27329,Public,0,financial
27330,Private,0,advertising
27331,Private,1,promotion
27332,Private,0,financial
27333,Public,1,legal
27334,Public,1,legal
27335,Private,1,medical
27336,Public,1,medical
27337,Private,1,advertising
27338,Private,1,medical
27339,Public,1,promotion
27340,Private,1,legal
27341,Private,1,legal
27342,Private,0,medical
27343,Private,1,promotion
27344,Private,1,legal
27345,Private,0,advertising
27346,Public,0,spoilers
27347,Public,0,financial
27348,Private,0,financial
27349,Private,0,spoilers
27350,Private,0,financial
27351,Private,1,legal
27352,Private,0,legal
27353,Private,1,promotion
27354,Private,1,advertising
27355,Private,0,medical
27356,Private,0,spoilers
27357,Private,0,spoilers
27358,Private,0,medical
27359,Private,1,financial
27360,Public,0,medical
27361,Private,0,advertising
27362,Private,1,legal
27363,Private,1,promotion
27364,Private,0,medical
27365,Private,0,medical
27366,Private,0,medical
27367,Private,0,medical
27368,Private,0,medical
27369,Private,0,medical
27370,Private,0,medical
27371,Private,0,spoilers
27372,Private,1,legal
27373,Private,1,medical
27374,Private,1,legal
27375,Private,1,advertising
27376,Private,1,promotion
27377,Private,0,advertising
27378,Private,0,promotion
27379,Public,0,medical
27380,Private,0,spoilers
27381,Private,0,medical
27382,Private,1,spoilers
27383,Private,1,legal
27384,Private,0,spoilers
27385,Private,1,promotion
27386,Public,1,promotion
27387,Private,1,legal
27388,Private,1,legal
27389,Private,0,medical
27390,Private,1,promotion
27391,Private,0,legal
27392,Private,1,promotion
27393,Private,1,promotion
27394,Private,0,financial
27395,Private,0,financial
27396,Public,1,promotion
27397,Private,0,legal
27398,Private,0,advertising
27399,Private,0,advertising
27400,Private,0,advertising
27401,Private,1,medical
27402,Private,1,promotion
27403,Public,1,legal
27404,Private,1,legal
27405,Public,0,medical
27406,Private,0,spoilers
27407,Public,1,medical
27408,Public,0,legal
27409,Private,0,advertising
27410,Private,1,financial
27411,Private,0,financial
27412,Private,1,promotion
27413,Public,1,advertising
27414,Private,0,financial
27415,Private,0,spoilers
27416,Private,0,spoilers
27417,Public,0,medical
27418,Private,0,legal
27419,Private,0,medical
27420,Private,1,promotion
27421,Public,1,promotion
27422,Private,0,legal
27423,Public,1,advertising
27424,Private,0,advertising
27425,Private,0,spoilers
27426,Private,1,legal
27427,Public,0,financial
27428,Public,0,medical
27429,Public,1,promotion
27430,Private,0,advertising
27431,Private,1,spoilers
27432,Public,1,legal
27433,Private,1,promotion
27434,Public,1,promotion
27435,Private,0,medical
27436,Private,1,financial
27437,Public,0,spoilers
27438,Private,0,advertising
27439,Private,0,financial
27440,Private,0,promotion
27441,Public,0,spoilers
27442,Private,1,advertising
27443,Public,0,medical
27444,Public,0,medical
27445,Private,0,spoilers
27446,Public,1,spoilers
27447,Public,0,financial
27448,Public,0,spoilers
27449,Public,1,financial
27450,Private,1,spoilers
27451,Public,1,advertising
27452,Private,0,financial
27453,Private,1,promotion
27454,Private,1,promotion
27455,Private,0,advertising
27456,Private,0,spoilers
27457,Private,0,medical
27458,Public,0,advertising
27459,Private,0,financial
27460,Private,1,legal
27461,Private,1,medical
27462,Private,1,promotion
27463,Private,0,spoilers
27464,Private,0,financial
27465,Private,1,promotion
27466,Public,0,spoilers
27467,Private,1,advertising
27468,Private,1,advertising
27469,Private,1,financial
27470,Public,1,legal
27471,Public,1,promotion
27472,Private,1,promotion
27473,Private,0,legal
27474,Private,0,advertising
27475,Private,0,spoilers
27476,Private,0,medical
27477,Private,1,spoilers
27478,Public,1,medical
27479,Public,1,promotion
27480,Private,0,spoilers
27481,Public,0,financial
27482,Private,0,advertising
27483,Private,1,spoilers
27484,Private,1,financial
27485,Private,0,medical
27486,Private,0,advertising
27487,Private,0,financial
27488,Public,1,medical
27489,Private,0,legal
27490,Private,1,promotion
27491,Private,0,financial
27492,Private,1,promotion
27493,Private,1,promotion
27494,Private,1,promotion
27495,Private,1,legal
27496,Private,1,legal
27497,Public,0,advertising
27498,Private,0,advertising
27499,Private,0,financial
27500,Private,0,spoilers
27501,Private,0,spoilers
27502,Public,1,promotion
27503,Private,1,medical
27504,Public,0,spoilers
27505,Private,1,legal
27506,Private,1,promotion
27507,Private,0,spoilers
27508,Private,0,spoilers
27509,Private,0,financial
27510,Private,1,legal
27511,Private,1,legal
27512,Public,1,spoilers
27513,Private,1,promotion
27514,Private,1,financial
27515,Private,0,advertising
27516,Private,0,financial
27517,Private,0,promotion
27518,Private,1,promotion
27519,Private,0,financial
27520,Private,0,legal
27521,Public,1,promotion
27522,Private,1,legal
27523,Public,1,advertising
27524,Public,0,financial
27525,Private,1,promotion
27526,Private,0,advertising
27527,Private,1,promotion
27528,Public,0,financial
27529,Private,0,spoilers
27530,Public,0,spoilers
27531,Public,1,legal
27532,Public,0,medical
27533,Public,1,promotion
27534,Private,1,legal
27535,Private,0,medical
27536,Private,1,promotion
27537,Private,0,financial
27538,Public,1,advertising
27539,Public,0,financial
27540,Public,0,medical
27541,Private,0,spoilers
27542,Private,0,medical
27543,Private,1,promotion
27544,Private,0,spoilers
27545,Public,0,financial
27546,Private,0,spoilers
27547,Private,0,financial
27548,Public,1,spoilers
27549,Private,0,medical
27550,Private,1,promotion
27551,Private,0,legal
27552,Private,1,promotion
27553,Public,1,promotion
27554,Private,1,promotion
27555,Private,0,advertising
27556,Private,1,spoilers
27557,Public,0,financial
27558,Public,0,medical
27559,Public,0,financial
27560,Private,0,medical
27561,Public,1,spoilers
27562,Private,1,promotion
27563,Private,0,legal
27564,Private,1,promotion
27565,Private,1,advertising
27566,Private,0,financial
27567,Private,0,medical
27568,Private,0,legal
27569,Private,1,spoilers
27570,Private,0,legal
27571,Private,0,spoilers
27572,Public,0,medical
27573,Private,1,medical
27574,Private,1,medical
27575,Public,0,legal
27576,Private,0,financial
27577,Private,1,medical
27578,Private,1,financial
27579,Private,1,promotion
27580,Public,0,spoilers
27581,Private,0,medical
27582,Private,1,promotion
27583,Private,0,medical
27584,Private,0,financial
27585,Private,1,spoilers
27586,Public,1,promotion
27587,Private,0,medical
27588,Private,1,financial
27589,Private,0,medical
27590,Private,0,medical
27591,Private,1,promotion
27592,Private,0,financial
27593,Public,1,spoilers
27594,Private,0,legal
27595,Private,1,promotion
27596,Public,1,advertising
27597,Public,1,financial
27598,Private,1,legal
27599,Private,1,financial
27600,Private,0,medical
27601,Private,1,legal
27602,Public,0,advertising
27603,Private,0,medical
27604,Public,1,promotion
27605,Public,1,spoilers
27606,Private,1,financial
27607,Private,1,spoilers
27608,Private,1,medical
27609,Private,0,medical
27610,Private,0,legal
27611,Private,1,promotion
27612,Private,0,legal
27613,Public,0,legal
27614,Private,0,financial
27615,Public,0,financial
27616,Private,1,legal
27617,Private,1,advertising
27618,Private,0,financial
27619,Private,0,medical
27620,Private,1,promotion
27621,Private,0,medical
27622,Private,0,advertising
27623,Public,1,spoilers
27624,Private,0,spoilers
27625,Private,1,spoilers
27626,Public,0,advertising
27627,Public,0,advertising
27628,Private,1,legal
27629,Private,0,legal
27630,Private,1,medical
27631,Private,0,financial
27632,Public,1,promotion
27633,Private,1,spoilers
27634,Private,0,spoilers
27635,Public,1,spoilers
27636,Public,1,legal
27637,Private,1,promotion
27638,Private,0,spoilers
27639,Private,0,legal
27640,Private,1,promotion
27641,Private,0,financial
27642,Private,0,advertising
27643,Private,1,legal
27644,Private,1,advertising
27645,Public,1,promotion
27646,Public,0,medical
27647,Private,1,legal
27648,Public,1,medical
27649,Private,0,medical
27650,Private,0,medical
27651,Private,0,advertising
27652,Private,0,advertising
27653,Private,1,promotion
27654,Public,1,legal
27655,Private,0,medical
27656,Private,1,advertising
27657,Private,0,financial
27658,Private,1,legal
27659,Private,1,promotion
27660,Public,0,medical
27661,Public,1,financial
27662,Private,1,spoilers
27663,Public,1,promotion
27664,Private,1,legal
27665,Private,0,advertising
27666,Public,1,advertising
27667,Private,1,legal
27668,Private,0,spoilers
27669,Private,0,spoilers
27670,Private,1,spoilers
27671,Private,1,spoilers
27672,Private,1,spoilers
27673,Public,1,financial
27674,Private,0,spoilers
27675,Public,1,promotion
27676,Public,0,legal
27677,Private,0,spoilers
27678,Private,0,legal
27679,Private,1,promotion
27680,Public,1,spoilers
27681,Public,0,spoilers
27682,Private,1,medical
27683,Private,0,spoilers
27684,Public,1,promotion
27685,Private,0,spoilers
27686,Private,0,financial
27687,Private,0,legal
27688,Private,0,medical
27689,Private,0,financial
27690,Private,1,legal
27691,Private,1,spoilers
27692,Private,1,financial
27693,Public,0,financial
27694,Public,1,promotion
27695,Public,1,spoilers
27696,Private,1,legal
27697,Private,1,financial
27698,Public,1,advertising
27699,Private,0,advertising
27700,Private,1,advertising
27701,Public,1,spoilers
27702,Public,0,legal
27703,Public,0,medical
27704,Private,0,financial
27705,Private,0,financial
27706,Private,0,financial
27707,Private,0,legal
27708,Private,1,promotion
27709,Private,1,financial
27710,Private,1,legal
27711,Private,0,spoilers
27712,Private,1,promotion
27713,Private,1,financial
27714,Private,1,legal
27715,Private,0,financial
27716,Public,0,spoilers
27717,Private,0,spoilers
27718,Private,1,promotion
27719,Public,1,spoilers
27720,Private,0,spoilers
27721,Private,1,promotion
27722,Public,0,financial
27723,Private,1,medical
27724,Public,0,spoilers
27725,Private,0,advertising
27726,Private,0,legal
27727,Private,1,legal
27728,Private,0,advertising
27729,Public,0,financial
27730,Private,0,spoilers
27731,Private,0,legal
27732,Private,1,promotion
27733,Public,0,medical
27734,Private,1,advertising
27735,Private,1,advertising
27736,Private,1,financial
27737,Private,1,advertising
27738,Private,0,financial
27739,Private,0,financial
27740,Private,1,medical
27741,Public,1,legal
27742,Private,0,financial
27743,Public,0,spoilers
27744,Private,1,legal
27745,Public,0,financial
27746,Private,1,advertising
27747,Private,0,financial
27748,Private,0,promotion
27749,Public,0,spoilers
27750,Public,1,advertising
27751,Public,1,financial
27752,Private,0,financial
27753,Private,0,medical
27754,Public,1,spoilers
27755,Private,0,financial
27756,Private,1,advertising
27757,Private,1,advertising
27758,Private,0,financial
27759,Private,0,medical
27760,Private,1,promotion
27761,Private,1,medical
27762,Private,1,spoilers
27763,Private,0,spoilers
27764,Public,0,medical
27765,Private,0,spoilers
27766,Public,0,legal
27767,Public,1,promotion
27768,Public,0,advertising
27769,Private,0,spoilers
27770,Private,0,medical
27771,Private,0,spoilers
27772,Private,0,medical
27773,Private,1,medical
27774,Private,1,promotion
27775,Public,0,spoilers
27776,Private,0,advertising
27777,Public,0,legal
27778,Private,0,advertising
27779,Private,0,advertising
27780,Private,0,advertising
27781,Public,1,promotion
27782,Public,0,spoilers
27783,Public,1,promotion
27784,Public,0,spoilers
27785,Public,0,legal
27786,Public,1,promotion
27787,Private,0,financial
27788,Private,0,legal
27789,Private,0,financial
27790,Public,1,financial
27791,Private,0,advertising
27792,Private,0,spoilers
27793,Private,0,medical
27794,Public,1,promotion
27795,Private,1,medical
27796,Private,1,promotion
27797,Private,1,legal
27798,Private,1,promotion
27799,Private,1,promotion
27800,Private,1,promotion
27801,Private,0,legal
27802,Private,1,promotion
27803,Private,1,financial
27804,Private,1,legal
27805,Private,1,promotion
27806,Private,1,legal
27807,Private,0,advertising
27808,Public,1,legal
27809,Private,0,advertising
27810,Private,0,financial
27811,Public,0,legal
27812,Private,1,advertising
27813,Private,1,promotion
27814,Public,0,spoilers
27815,Public,1,advertising
27816,Private,0,advertising
27817,Private,0,advertising
27818,Private,1,advertising
27819,Private,0,financial
27820,Private,0,promotion
27821,Public,1,legal
27822,Private,0,advertising
27823,Private,1,advertising
27824,Private,1,financial
27825,Private,1,promotion
27826,Public,1,promotion
27827,Public,1,financial
27828,Private,0,medical
27829,Private,0,medical
27830,Private,0,spoilers
27831,Private,0,legal
27832,Private,1,promotion
27833,Private,1,promotion
27834,Public,0,spoilers
27835,Private,1,medical
27836,Private,0,financial
27837,Public,1,legal
27838,Private,0,medical
27839,Public,0,spoilers
